Format Version,1.25,Take Name,Take 2026-01-05 06.23.38 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-05 06.23.39.046 下午,Capture Start Frame,526605,Total Frames in Take,2426,Total Exported Frames,2426,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1175,Unlabeled 1175,Unlabeled 1175
,ID,"22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0"
,Parent,,,
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
2303,19.191667,48.521629,163.685776,227.287399
2304,19.200000,48.599041,163.315140,227.891235
2305,19.208333,48.599014,163.132385,228.373642
2306,19.216667,48.480694,162.958344,228.963425
2307,19.225000,48.461857,162.488525,229.750183
2308,19.233333,48.460674,162.275269,230.304352
2309,19.241667,48.456646,162.094528,230.841583
2310,19.250000,48.455139,161.920959,231.360596
2311,19.258333,48.436287,161.863358,231.997620
2312,19.266667,48.419041,161.683807,232.540344
2313,19.275000,48.415268,161.472748,233.103912
2314,19.283333,48.317169,161.042923,233.829697
2315,19.291667,48.248055,160.698288,234.617416
2316,19.300000,48.186684,160.645996,235.128204
2317,19.308333,48.161842,160.432007,235.655334
2318,19.316667,48.173759,160.036789,236.301300
2319,19.325000,48.102390,159.859650,236.789917
2320,19.333333,48.009521,159.687744,237.347366
2321,19.341667,47.797832,159.113983,238.144958
2322,19.350000,47.692688,159.027084,238.644562
2323,19.358333,47.613255,158.859879,239.108627
2324,19.366667,47.525318,158.712234,239.567291
2325,19.375000,47.436054,158.620850,240.116867
2326,19.383333,47.271343,158.282303,240.744919
2327,19.391667,47.056042,158.068665,241.325867
2328,19.400000,46.940861,157.914963,241.752533
2329,19.408333,46.862320,157.663055,242.291351
2330,19.416667,46.714539,157.699478,242.630249
2331,19.425000,46.541821,157.659225,243.110916
2332,19.433333,46.239319,157.313522,243.771072
2333,19.441667,46.100971,157.116806,244.224701
2334,19.450000,45.962593,157.077454,244.608627
2335,19.458333,45.824104,157.093979,244.966003
2336,19.466667,45.691380,157.182800,245.381958
2337,19.475000,45.456383,157.092728,245.868347
2338,19.483333,45.288277,156.794464,246.426971
2339,19.491667,45.180248,156.658890,246.835815
2340,19.500000,45.070503,156.585037,247.202286
2341,19.508333,44.946362,156.510239,247.529129
2342,19.516667,44.827702,156.567596,247.903137
2343,19.525000,44.636246,156.675552,248.163467
2344,19.533333,44.401009,156.091507,248.825745
2345,19.541667,44.298359,155.896423,249.185471
2346,19.550000,44.263897,155.623184,249.624573
2347,19.558333,44.215584,155.494995,250.004913
2348,19.566667,44.187027,155.317261,250.449814
2349,19.575000,44.199539,155.352859,250.869965
2350,19.583333,44.200577,155.188354,251.344711
2351,19.591667,44.199181,155.027954,251.734283
2352,19.600000,44.205124,154.889145,252.107208
2353,19.608333,44.081512,154.265442,252.792572
2354,19.616667,44.124477,154.057083,253.192062
2355,19.625000,44.178329,153.866104,253.559647
2356,19.633333,44.305302,153.829025,254.016403
2357,19.641667,44.428154,153.495590,254.521133
2358,19.650000,44.489960,153.270493,254.887970
2359,19.658333,44.572987,153.059555,255.225418
2360,19.666667,44.647831,152.831238,255.564056
2361,19.675000,44.674561,152.799408,255.803558
2362,19.683333,44.841194,152.290710,256.283722
2363,19.691667,44.944462,151.949982,256.616486
2364,19.700000,45.057167,151.572250,256.967072
2365,19.708333,45.123417,151.317902,257.172729
2366,19.716667,45.219082,150.903580,257.412811
2367,19.725000,45.307484,150.607651,257.613373
2368,19.733333,45.407810,150.314529,257.825317
2369,19.741667,45.514423,149.982742,258.064758
2370,19.750000,45.622116,149.715134,258.282898
2371,19.758333,45.721256,149.425964,258.519531
2372,19.766667,45.823540,149.105225,258.763306
2373,19.775000,45.935730,148.766922,258.993713
2374,19.783333,46.069965,148.372833,259.252350
2375,19.791667,46.184120,147.988174,259.448883
2376,19.800000,46.278305,147.777817,259.553406
2377,19.808333,46.362637,147.567459,259.682709
2378,19.816667,46.465645,147.379272,259.824615
2379,19.825000,46.589142,147.242264,259.967712
2380,19.833333,46.763897,146.913376,260.255341
2381,19.841667,47.006794,147.005783,260.341675
2382,19.850000,47.159431,146.502838,260.869690
2383,19.858333,47.279423,146.443283,261.021820
2384,19.866667,47.488323,146.727463,260.867981
2385,19.875000,47.556107,146.613327,260.918549
2386,19.883333,47.597645,146.552261,260.907990
2387,19.891667,47.653378,146.537308,260.899475
2388,19.900000,47.721569,146.566742,260.924164
2389,19.908333,47.793678,146.583694,261.028076
2390,19.916667,47.859131,146.626694,261.134460
2391,19.925000,47.890949,146.695374,261.185150
2392,19.933333,47.923191,146.656860,261.270538
2393,19.941667,47.882099,146.820404,261.194580
2394,19.950000,47.858490,146.873596,261.207672
2395,19.958333,47.826206,146.924133,261.216858
2396,19.966667,47.781685,146.937805,261.245331
2397,19.975000,47.732449,146.926483,261.256653
2398,19.983333,47.670345,146.909790,261.266693
2399,19.991667,47.615997,146.852707,261.284363
2400,20.000000,47.550278,146.779633,261.300018
2401,20.008333,47.442070,146.667892,261.479034
2402,20.016667,47.388977,146.607971,261.501587
2403,20.025000,47.258366,146.248474,261.597198
2404,20.033333,47.199986,146.138748,261.619659
2405,20.041667,47.132721,145.986542,261.646301
2406,20.050000,47.072575,145.827301,261.662170
2407,20.058333,46.991699,145.603683,261.666962
2408,20.066667,46.917828,145.402039,261.631256
2409,20.075000,46.834896,145.113266,261.561005
2410,20.083333,46.748768,144.886963,261.544006
2411,20.091667,46.620403,144.793808,261.402283
2412,20.100000,46.511257,144.572754,261.355682
2413,20.108333,46.394413,144.313782,261.294525
2414,20.116667,46.295170,144.096603,261.252808
2415,20.125000,46.093628,143.651367,261.413361
2416,20.133333,45.986996,143.437531,261.397491
2417,20.141667,45.870995,143.269577,261.376007
2418,20.150000,45.755398,143.047806,261.319366
2419,20.158333,45.631420,142.937088,261.277374
2420,20.166667,45.540810,142.792313,261.250397
2421,20.175000,45.432518,142.710480,261.219543
2422,20.183333,45.313850,142.685577,261.144043
2423,20.191667,45.125191,142.870468,260.911865
2424,20.200000,44.976360,142.841125,260.802399
2425,20.208333,44.833733,142.791412,260.728668
